Cod_setor,Situacao_setor,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,homens,mulheres
250430605000009,1,32,51,57,28,10,6,6,1,1,0,0,0,0,31,26,14,1,0,0,23,28,22,11,4,2,15,17,12,4,0,0,0,6,6,2,1,0,0,264,153
250430605000010,1,26,53,45,36,9,5,9,1,2,0,0,0,0,25,25,11,4,1,0,29,28,24,11,9,7,13,24,9,3,1,0,0,5,4,0,1,0,0,252,168
250430605000011,1,33,50,45,23,7,4,5,4,1,0,0,0,0,29,20,10,1,0,0,12,9,7,5,5,4,6,9,3,1,0,0,0,3,1,0,0,0,0,232,65
250430605000012,1,23,45,51,22,7,9,6,0,0,0,0,0,0,23,18,12,4,0,0,19,23,7,6,4,4,6,13,7,1,1,1,0,6,4,0,0,0,0,220,102
250430605000013,1,39,61,69,29,11,14,7,4,0,0,0,0,0,35,29,12,0,1,1,29,45,33,11,5,5,13,15,13,6,0,0,0,14,8,2,0,1,0,312,200
250430605000014,1,47,76,66,23,11,4,10,2,0,1,0,0,0,45,32,16,2,1,0,32,38,13,9,3,3,27,14,12,5,0,0,0,18,13,0,0,0,0,336,187
250430605000015,1,35,34,43,20,6,2,7,6,0,0,0,0,0,29,19,10,2,0,0,30,32,16,8,5,4,28,10,8,1,0,0,0,20,5,4,0,0,0,213,171
250430605000016,1,12,34,46,28,9,0,6,0,0,0,0,0,0,12,23,11,4,0,0,16,16,6,7,5,2,9,9,4,1,1,0,0,7,4,0,0,0,0,185,87
250430605000017,1,17,18,23,13,1,1,12,2,0,0,0,0,0,15,8,7,1,0,0,26,9,9,2,8,1,18,14,3,2,0,0,0,12,1,0,0,0,0,118,105
250430605000018,8,7,14,22,8,9,5,2,0,0,0,0,0,0,7,3,5,2,0,0,6,4,0,2,0,1,3,4,2,0,0,0,0,2,0,0,0,0,0,84,24
250430605000019,8,30,28,37,15,7,1,14,3,1,0,0,0,0,27,6,7,2,0,0,8,15,16,9,2,3,16,6,5,2,1,0,0,2,3,0,0,0,0,178,88
250430605000020,8,29,35,39,12,10,1,11,2,2,0,0,0,0,27,13,8,4,0,0,6,4,6,2,2,1,8,2,3,1,0,0,0,4,1,0,0,0,0,193,40
250430605000021,8,18,10,16,4,5,6,5,2,0,0,0,0,0,16,4,6,0,0,0,11,15,17,10,5,0,3,9,8,3,2,1,0,2,1,0,0,0,0,92,87
250430605000022,8,22,33,40,34,9,6,4,2,0,0,0,0,0,20,16,9,5,1,0,8,5,2,1,3,2,5,4,1,0,0,0,0,4,2,0,0,0,0,201,37
250430605000023,8,18,40,37,23,3,4,10,2,0,0,0,0,0,16,15,4,5,0,0,5,3,7,5,2,1,5,1,0,3,0,0,0,4,0,0,0,0,0,177,36
250430605000024,5,6,13,11,9,5,1,2,0,0,0,0,0,0,6,5,4,1,0,0,7,3,2,0,0,0,3,7,1,0,0,0,0,0,1,0,0,0,0,63,24
250430605000025,5,6,10,3,1,2,0,3,1,0,0,0,0,0,5,7,1,0,0,0,1,4,1,1,1,0,3,0,3,1,1,0,0,1,0,0,0,0,0,39,17
250430605000026,1,28,59,48,15,4,2,7,0,0,0,0,0,0,28,30,9,0,0,0,36,50,41,19,13,7,7,28,22,8,5,0,0,8,9,3,1,0,0,230,257
250430605000027,1,29,47,54,33,7,0,6,2,0,0,0,0,0,27,19,13,5,0,0,12,8,9,6,4,2,6,9,3,1,0,1,0,3,0,1,0,0,0,242,65
250430605000028,1,26,23,21,14,5,2,7,2,0,0,0,0,0,24,10,6,2,0,0,18,18,13,13,4,4,6,12,5,2,1,0,0,6,3,0,0,0,0,142,105
250430605000029,1,20,45,39,24,10,6,11,2,1,0,0,0,0,18,21,11,2,1,0,22,26,18,8,5,7,6,13,6,3,1,1,0,9,4,3,0,1,0,211,133
250430605000030,1,16,37,27,16,1,2,4,1,0,0,0,0,0,15,20,4,1,1,0,4,10,3,0,1,0,9,3,3,0,0,0,0,1,4,0,0,0,0,145,38
250430605000031,1,23,43,42,26,3,3,3,1,0,0,1,0,0,22,23,9,4,0,0,16,18,13,6,4,2,6,13,4,3,2,0,0,3,4,0,0,1,0,203,95
250430605000032,1,33,46,41,19,13,1,12,3,0,0,0,0,0,30,15,12,2,1,0,19,7,19,12,3,2,10,11,1,3,1,0,0,8,3,2,0,0,0,228,101
250430605000033,1,21,42,36,14,6,8,14,3,0,0,0,0,0,18,15,11,0,0,0,20,24,24,13,10,13,10,18,5,3,2,0,0,2,4,2,1,0,0,188,151
250430610000001,1,9,15,23,17,4,3,5,0,0,0,1,0,0,9,3,6,2,0,0,7,9,6,5,0,1,7,6,4,3,0,0,0,1,1,1,0,0,0,97,51
250430610000002,8,9,12,7,4,5,3,2,2,2,0,0,0,0,7,1,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3
250430610000003,8,19,27,25,22,13,10,17,1,1,0,0,0,0,18,7,5,2,1,0,11,12,6,12,4,3,9,7,4,0,0,0,0,4,1,0,1,0,0,168,74
250430610000004,8,6,14,9,9,4,0,0,0,0,1,0,0,0,6,6,2,2,0,0,2,2,2,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,59,12
250430610000005,8,17,33,26,12,10,12,7,3,1,0,0,0,0,14,13,4,1,1,0,2,3,4,6,3,0,2,1,0,0,2,0,0,1,0,0,0,0,0,154,24
250430610000006,8,12,14,19,8,2,3,7,2,0,0,0,0,0,10,4,1,0,0,0,5,4,2,1,0,0,0,3,2,1,1,0,0,2,0,0,0,0,0,82,21
250430610000007,5,11,14,11,3,3,0,3,0,0,0,0,0,0,11,5,3,1,0,0,7,2,3,2,0,1,6,4,0,2,0,0,0,3,0,0,0,0,0,65,30
250430625000001,1,12,14,10,6,3,2,1,0,0,0,0,0,0,12,3,3,0,0,0,3,4,4,1,0,0,8,3,2,0,0,0,0,0,2,0,0,0,0,66,27
250430625000002,8,11,25,16,18,4,3,5,0,0,1,0,0,0,11,9,2,1,0,0,3,5,4,1,0,0,1,1,2,0,0,0,0,2,2,0,0,0,0,106,21
250430625000003,8,16,18,16,8,2,6,5,0,1,1,0,0,0,16,5,4,1,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,99,10
250430625000004,8,11,21,12,12,4,6,3,0,0,0,0,0,0,11,8,1,0,0,0,4,2,4,2,4,2,1,2,1,1,2,0,0,2,1,0,0,0,0,89,28
250430625000005,8,5,2,10,9,2,3,5,0,0,0,0,0,0,5,0,0,1,0,0,3,3,6,4,0,2,1,3,1,2,1,0,0,0,1,1,0,0,0,42,28
250430625000006,8,9,19,22,12,4,3,3,0,0,0,0,0,0,9,6,4,1,0,0,4,3,1,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,92,15
250430625000007,5,17,21,19,13,3,2,5,0,0,0,0,0,0,17,12,4,3,1,0,4,3,4,3,2,0,4,3,1,0,0,0,0,1,1,1,0,0,0,117,27
250435505000001,1,23,52,43,33,11,3,20,2,1,0,0,0,0,21,27,9,2,0,0,36,36,26,9,0,3,19,29,18,5,1,0,0,7,5,1,0,0,0,247,195
250435505000002,8,36,48,37,35,10,13,12,1,1,0,0,0,0,35,23,8,5,1,0,16,5,5,4,5,0,8,11,3,0,0,1,0,5,1,1,0,0,0,265,65
250435505000003,8,32,34,42,13,5,11,13,2,0,0,0,0,0,30,13,6,0,0,0,10,11,9,3,1,2,10,6,2,4,1,0,0,4,3,0,0,0,0,201,66
250435505000004,8,17,41,37,15,1,3,8,3,0,0,0,0,0,14,20,5,1,0,0,12,12,13,5,4,5,8,8,5,3,2,0,0,4,0,1,0,0,0,165,82
250435505000005,5,16,15,20,3,2,4,3,2,0,0,0,0,0,14,7,4,0,0,0,7,5,8,4,2,2,8,4,3,2,2,0,0,3,0,0,0,0,0,90,50
250435505000006,8,30,30,27,12,4,1,1,1,0,0,0,0,0,29,13,6,2,0,0,1,3,4,2,0,2,5,1,1,1,0,0,0,0,0,0,0,0,0,156,20
250435505000007,5,17,37,48,19,9,7,4,0,1,0,1,0,0,17,16,6,4,0,0,9,12,5,3,2,0,11,7,3,1,0,0,0,2,3,0,0,0,0,186,58
250440505000001,1,31,34,42,22,4,3,12,0,0,0,0,0,0,31,13,7,3,1,0,15,11,10,9,2,2,37,8,1,1,1,0,0,7,3,0,0,0,0,203,107
250440505000002,1,32,58,44,23,12,2,12,3,1,0,0,0,0,29,23,11,3,2,0,25,25,27,7,6,3,23,19,11,4,0,0,0,6,3,1,0,0,0,255,160
250440505000003,1,37,71,57,28,12,8,9,2,0,0,0,0,0,35,41,13,0,0,0,18,23,13,11,3,3,14,10,10,3,0,0,0,8,5,3,0,0,0,313,124
250440505000004,1,34,31,47,35,10,9,12,5,0,1,0,0,0,29,17,14,7,1,0,32,38,42,19,15,15,13,22,16,15,3,1,1,10,2,1,0,0,0,252,245
250440505000005,1,54,73,69,37,12,6,18,5,1,0,0,0,0,49,35,16,4,1,0,33,28,16,17,7,7,16,19,8,4,2,0,0,14,7,1,0,0,0,380,179
250440505000006,1,47,73,77,34,11,4,14,2,3,0,0,0,0,45,30,17,2,0,0,28,25,22,15,6,5,13,20,8,5,1,0,0,8,5,0,0,0,0,359,161
250440505000007,1,31,42,41,23,3,2,13,3,0,1,0,0,0,28,21,15,5,1,0,32,41,25,12,9,2,19,20,14,4,0,0,0,12,2,2,0,0,0,229,194
250440505000008,1,37,49,42,23,6,6,13,2,1,0,0,0,0,35,21,14,5,0,0,21,26,17,10,4,4,29,12,9,2,1,0,0,9,4,0,0,0,0,254,148
250440505000009,1,30,46,33,22,7,11,6,1,1,2,0,0,0,29,20,6,3,0,0,21,23,13,11,5,4,15,13,9,1,3,0,0,8,1,0,0,0,0,217,127
250440505000010,1,32,39,29,18,8,8,5,2,2,0,0,0,0,30,19,7,0,2,1,16,21,14,7,6,6,6,11,4,3,0,1,0,5,5,0,1,0,0,202,106
250440505000011,8,21,18,17,19,8,10,6,2,2,0,0,0,0,19,5,0,3,0,0,2,3,2,2,1,0,3,2,1,1,0,0,0,0,2,0,0,0,0,130,19
250440505000012,8,14,19,16,9,1,4,5,0,0,0,0,0,0,14,11,2,1,0,0,2,6,4,2,2,4,2,2,3,2,0,0,0,0,0,0,0,0,0,96,29
250440505000013,8,32,53,50,30,12,14,14,2,0,0,0,0,0,30,20,8,0,0,1,7,5,3,1,0,1,7,6,2,0,0,0,0,1,0,0,0,0,0,266,33
250440505000014,8,19,24,26,18,9,13,6,1,3,0,0,0,0,18,8,8,3,1,0,4,7,1,0,1,1,3,2,1,0,0,0,0,2,1,0,0,0,0,157,23
250440505000015,8,13,22,15,15,4,5,3,0,0,0,0,0,0,13,10,3,2,1,0,3,6,5,4,2,2,2,2,3,2,0,1,0,1,0,1,1,0,0,106,35
250440505000016,8,21,53,40,24,7,11,7,3,0,0,0,0,0,18,31,6,5,0,0,5,3,2,1,1,0,4,3,1,0,0,0,0,2,0,0,0,0,0,226,22
250440505000017,8,19,23,19,11,5,7,4,0,0,0,0,0,0,19,12,6,0,0,1,0,1,3,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,126,12
250440505000018,8,43,69,60,44,20,12,7,0,0,0,0,0,0,43,31,12,5,2,0,3,4,5,4,0,2,5,1,1,1,0,0,0,2,0,1,0,0,0,348,29
250440505000019,8,8,6,7,2,0,3,0,1,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,1
250440505000020,1,27,47,53,16,4,8,7,2,1,0,0,0,0,25,22,13,2,0,0,19,23,13,3,3,2,10,13,6,3,1,0,0,6,4,0,0,0,0,227,106
250440510000001,1,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,6
250440510000002,8,5,6,6,3,1,3,2,0,0,0,0,0,0,5,3,1,0,0,0,8,9,10,6,2,3,2,6,2,3,2,1,0,2,0,1,0,0,0,35,57
250440510000003,8,20,32,27,20,12,19,7,1,0,0,0,0,0,19,12,6,2,0,0,3,4,3,2,3,0,7,2,1,0,0,0,0,1,1,0,0,0,0,177,27
250440515000001,1,5,10,4,6,6,7,1,1,0,0,0,0,0,4,6,1,0,1,0,2,2,5,1,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,52,18
250440515000002,8,19,22,20,9,8,13,4,0,0,0,0,0,0,19,7,3,1,1,0,5,3,2,3,3,1,2,2,1,1,0,0,0,3,0,0,0,0,0,126,26
250440515000003,8,23,22,26,10,9,17,7,0,2,0,0,0,1,23,6,4,0,0,0,7,18,15,5,8,6,6,5,11,3,2,0,0,2,1,1,0,0,0,150,90
250440515000004,5,6,4,0,1,1,2,1,1,1,0,0,0,0,5,1,0,0,0,0,5,11,6,3,2,5,0,2,3,2,0,0,0,3,1,0,0,0,0,23,43
250450405000001,1,31,37,25,13,4,5,16,2,0,0,0,0,0,29,12,4,0,0,0,18,24,8,1,2,1,12,7,5,1,0,0,0,11,4,2,0,0,0,178,96
250450405000002,1,18,26,24,14,6,3,8,2,0,0,0,0,0,16,10,6,4,0,0,21,41,20,15,11,4,8,19,20,5,0,0,0,2,2,1,0,0,0,137,169
250450405000003,1,28,41,27,15,3,4,11,2,0,0,0,0,0,26,22,7,3,0,0,24,17,14,6,3,4,16,9,9,2,1,0,0,15,3,1,0,0,0,189,124
250450405000004,8,12,16,14,8,3,10,5,1,0,0,0,0,0,11,8,2,1,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,8
250450405000005,8,9,15,11,8,2,4,5,3,2,0,0,0,0,6,4,2,0,0,1,3,0,4,2,0,1,3,2,0,1,0,0,0,1,0,0,0,0,0,72,17
250450405000006,8,28,18,26,27,7,3,12,0,0,1,0,0,0,28,8,6,1,2,0,7,3,0,3,1,1,2,3,2,0,0,0,0,4,0,0,0,0,0,167,26
250450405000007,8,34,42,42,26,15,11,8,2,0,0,0,0,0,32,19,12,1,1,0,17,15,15,13,6,7,12,8,5,4,1,0,0,9,0,1,0,0,0,245,113
250450405000008,1,31,50,54,25,4,10,7,2,1,0,0,0,0,29,26,13,2,0,0,18,26,18,13,3,7,8,12,12,3,2,0,0,6,2,3,0,0,0,254,133
250450405000009,1,35,49,31,17,7,6,22,3,1,2,0,0,0,32,24,7,3,1,1,32,17,13,9,5,3,19,12,6,2,0,0,0,20,2,1,0,0,0,241,141
250450405000010,1,8,20,18,10,3,6,7,1,0,0,0,0,0,7,9,2,0,0,0,21,15,26,18,4,12,12,16,5,3,3,0,1,5,1,1,0,0,0,91,143
250460305000001,1,25,36,30,18,10,4,19,2,1,0,0,0,0,23,19,7,1,1,0,27,29,15,7,5,12,11,15,11,4,0,0,0,12,10,1,0,0,0,196,159
250460305000002,1,54,60,66,57,19,14,48,3,4,0,0,0,0,51,31,14,6,1,0,21,24,22,13,12,7,9,13,11,5,2,1,0,8,5,3,1,0,0,428,157
250460305000003,1,8,14,13,11,5,1,6,2,0,0,0,0,0,6,9,3,2,1,0,10,8,6,0,2,2,3,4,2,0,0,0,0,6,3,3,0,0,0,81,49
250460305000004,1,13,23,38,20,9,6,13,1,1,1,0,0,0,12,10,11,2,0,0,23,24,9,9,6,5,3,16,8,4,0,0,0,7,7,0,0,0,0,160,121
250460305000005,1,13,25,37,13,11,11,9,2,2,0,0,0,0,11,10,13,2,0,0,13,8,8,11,3,8,1,11,1,0,0,0,0,2,0,1,1,0,0,159,68
250460305000006,1,13,17,12,9,4,1,9,1,1,0,0,0,0,12,9,4,2,0,0,19,36,39,14,13,9,8,19,20,9,2,1,0,0,3,0,0,0,0,94,192
250460305000007,4,24,19,11,9,10,1,10,3,0,0,0,0,0,21,14,2,1,0,0,4,5,6,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,125,26
250460305000008,4,16,16,11,4,4,1,11,2,0,0,0,0,0,14,6,4,1,0,0,7,3,2,3,0,2,2,6,1,2,0,0,0,1,0,0,0,0,0,90,29
250460305000009,8,10,22,22,15,3,4,13,1,0,0,1,0,0,9,11,2,2,0,0,6,3,5,3,0,3,1,5,1,0,2,0,0,1,0,0,0,0,0,115,30
250460305000010,8,28,30,38,16,12,9,21,4,0,0,0,0,0,24,10,10,1,0,0,18,24,20,13,7,4,5,13,10,3,2,2,1,5,3,1,0,0,0,203,131
250460305000011,5,15,19,24,16,5,8,8,2,0,0,0,0,0,13,9,7,1,0,1,3,7,2,1,2,6,2,3,6,0,0,1,1,0,0,1,0,0,0,128,35
250460305000012,5,15,29,24,22,17,7,7,0,0,1,0,0,0,15,11,7,0,0,0,10,10,18,6,11,4,7,6,4,3,0,1,0,4,2,0,0,0,0,155,86
250460305000013,8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0
250460305000014,8,13,17,16,10,6,7,23,2,1,1,1,0,0,11,6,3,2,0,0,4,7,4,8,3,7,2,4,2,1,2,0,0,0,1,0,0,0,0,119,45
250460305000015,8,6,13,8,4,1,2,4,1,0,0,0,0,0,5,5,0,0,0,0,0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,49,9
250460305000016,8,10,13,11,7,5,3,4,0,0,0,0,0,0,10,7,3,0,1,0,1,2,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,74,11
250460305000017,1,31,44,45,25,9,7,13,3,0,0,0,0,0,28,16,14,2,0,0,20,20,25,19,10,3,8,12,4,4,1,0,0,8,3,1,0,1,0,237,139
250460305000018,1,18,20,19,10,5,6,12,1,1,0,0,0,0,17,13,5,2,0,0,21,36,41,14,13,10,6,20,18,9,3,0,0,1,4,1,0,0,0,129,197
250460305000019,1,16,22,30,16,8,8,15,1,0,0,0,0,0,15,5,6,2,0,0,14,10,15,11,6,3,7,10,1,7,0,1,0,4,2,0,1,0,0,144,92
250460305000020,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0
250460305000021,4,9,12,14,5,0,5,7,0,0,0,0,0,0,9,3,2,1,0,0,3,5,0,2,2,1,1,2,2,0,0,0,0,1,0,0,0,0,0,67,19
250460305000022,4,20,16,11,4,2,3,18,2,0,0,0,0,0,18,3,3,0,0,0,23,18,21,19,7,13,3,21,11,4,1,0,0,2,1,0,0,0,0,100,144
250460305000023,1,32,32,24,10,6,10,11,1,1,0,0,0,0,31,7,1,0,0,1,15,18,11,12,3,6,6,14,8,3,1,0,0,1,0,0,0,0,0,167,98
250460305000024,1,9,7,10,6,4,7,6,2,0,0,0,0,0,7,5,2,0,0,0,3,4,4,1,2,0,3,2,0,1,1,0,0,1,1,0,0,0,0,65,23
250460305000025,1,11,9,11,7,5,2,7,2,1,0,0,0,0,9,1,2,1,0,0,18,28,33,15,9,6,4,14,13,2,3,0,0,4,0,1,0,0,0,68,150
250460305000026,1,21,33,27,18,13,5,10,2,0,0,0,0,0,19,12,2,4,0,1,12,6,9,8,3,6,3,8,1,1,0,0,0,4,0,1,0,0,0,167,62
250460305000027,1,12,24,25,14,15,9,6,2,1,0,0,0,0,10,7,5,0,2,0,8,12,12,12,7,10,3,7,5,3,2,0,0,1,2,0,0,0,0,132,84
250460305000028,1,18,27,24,14,8,8,13,0,0,0,0,0,0,18,12,7,3,1,0,6,13,15,7,4,2,3,6,3,5,0,0,1,0,1,1,0,0,0,153,67
250460305000029,1,25,34,38,15,15,9,18,0,0,1,0,0,0,25,13,5,1,1,0,24,16,32,20,13,10,13,20,6,5,3,1,0,4,1,2,1,0,0,200,171
250460305000030,1,8,20,16,8,3,3,5,0,0,0,0,0,0,8,9,4,0,0,0,9,6,3,4,2,0,1,7,4,0,0,0,0,2,1,0,0,0,0,84,39
250460305000031,1,8,17,10,8,4,3,1,1,0,0,0,0,0,7,5,3,1,1,0,2,4,4,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,69,21
250460305000032,8,15,22,21,11,8,7,2,1,0,1,0,0,0,14,11,2,0,0,0,5,14,14,11,5,9,2,5,9,4,2,1,0,0,0,0,0,0,0,115,81
250460305000033,5,12,21,22,7,6,5,15,0,0,0,0,0,0,12,12,3,0,0,0,16,13,23,14,5,4,4,11,2,7,0,1,0,5,2,3,1,0,0,115,111
250460305000034,5,11,22,34,13,4,6,8,0,0,0,0,0,0,11,12,6,0,1,0,18,14,18,12,4,7,8,14,7,6,1,0,0,4,0,1,0,0,0,128,114
250460316000001,1,3,7,6,5,4,0,2,0,0,0,0,0,0,3,2,1,0,1,0,0,2,3,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,34,12
250460316000002,1,7,7,5,3,2,0,2,0,0,0,0,0,0,7,2,0,0,0,0,4,6,2,2,2,3,2,1,1,1,0,0,0,3,1,0,0,0,0,35,28
250460316000003,1,6,9,10,8,3,2,4,0,1,0,0,0,0,6,4,1,1,0,0,7,2,1,1,1,1,4,4,0,0,0,0,0,3,0,0,0,0,0,55,24
250460316000004,1,4,2,1,1,1,1,2,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
250460316000005,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5
250460316000006,1,8,12,12,4,4,6,5,0,0,0,0,0,0,8,6,3,0,0,0,2,6,1,1,0,1,2,1,2,0,0,0,0,1,1,0,0,0,0,68,18
250460316000007,1,12,15,30,6,4,2,8,2,0,0,0,0,0,10,8,8,0,0,0,12,7,11,7,6,4,8,7,2,0,0,0,0,5,1,2,0,0,0,105,72
250460316000008,1,4,9,12,6,3,3,4,1,0,1,0,0,0,3,3,3,0,0,0,6,6,4,4,0,0,4,6,2,2,2,0,0,0,0,0,1,0,0,52,37
250460316000009,1,21,16,15,15,2,3,8,2,1,0,0,0,0,19,6,4,2,0,0,7,3,3,3,0,0,3,5,3,0,0,0,0,2,0,1,0,0,0,114,30
250470205000001,1,30,28,20,18,3,2,25,3,0,0,0,0,0,27,10,7,2,0,0,20,22,19,7,1,4,16,14,8,2,1,0,0,6,4,2,0,0,0,175,126
250470205000002,1,26,25,12,6,3,2,28,3,3,0,0,0,0,23,3,2,3,0,0,47,44,57,27,11,4,17,39,26,16,2,1,0,8,2,0,1,0,0,139,302
250470205000003,1,49,48,56,26,11,5,32,6,0,1,0,0,0,43,24,11,5,2,0,53,49,38,20,7,3,24,41,23,6,1,1,0,12,8,2,0,0,0,319,288
250470205000004,8,15,13,12,7,2,3,17,2,0,0,0,0,0,13,5,3,1,0,0,11,9,9,5,3,3,7,11,4,1,1,0,0,0,0,0,0,0,0,93,64
250470205000005,8,8,14,18,4,6,5,6,1,0,0,0,0,0,7,6,2,0,0,0,5,5,2,3,2,1,3,5,4,0,1,0,0,0,1,0,0,0,0,77,32
250470205000006,8,5,12,13,4,1,1,6,1,0,0,0,0,0,4,5,3,0,0,0,5,4,1,1,0,2,1,5,2,0,0,0,0,0,0,0,0,0,0,55,21
250470205000007,8,21,19,21,5,1,3,12,5,0,0,0,0,0,16,8,3,0,0,0,11,8,15,13,4,1,9,9,3,6,2,1,0,2,1,0,0,0,0,114,85
250470205000008,8,9,4,6,4,1,3,13,2,0,0,0,0,0,7,0,1,0,0,0,18,15,13,18,5,1,6,16,7,1,2,1,0,2,0,2,1,0,0,50,108
250470205000009,4,2,5,1,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,4,3,2,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,14,15
250480105000001,1,24,30,19,6,2,2,6,1,0,0,0,0,0,23,13,3,0,0,0,23,22,16,10,2,0,20,12,9,3,3,0,0,11,6,0,0,0,0,129,137
250480105000002,1,29,34,39,17,7,0,9,1,0,0,0,0,0,28,19,6,2,0,0,19,27,14,8,4,2,14,15,5,5,1,0,0,4,6,1,0,0,0,191,125
250480105000003,1,36,34,35,23,12,2,9,1,0,0,0,0,0,35,16,8,5,0,0,21,18,20,10,2,1,14,15,7,4,0,0,0,6,1,1,0,0,0,216,120
250480105000004,1,46,37,47,20,12,4,12,2,0,0,0,0,0,44,18,14,3,1,1,36,23,18,9,6,4,31,19,4,4,0,1,0,17,7,0,1,0,1,261,181
250480105000005,1,31,38,47,35,9,6,11,4,2,1,0,0,0,27,16,11,1,0,0,16,32,20,6,4,4,13,13,11,2,0,1,0,3,4,1,0,0,0,239,130
250480105000006,1,17,26,27,11,1,1,6,0,1,0,0,0,0,17,11,6,0,0,0,20,24,14,10,6,3,11,10,11,4,0,0,0,10,3,3,0,0,0,124,129
250480105000007,1,27,20,28,19,8,6,6,3,0,1,0,0,0,24,8,8,1,0,0,21,19,17,15,1,2,19,12,9,1,1,0,0,9,3,2,0,0,0,159,131
250480105000008,1,14,17,21,11,4,6,5,0,1,0,0,0,0,14,8,5,1,1,0,16,10,8,2,6,3,7,14,3,3,0,0,0,2,1,0,0,1,0,108,76
250480105000009,8,7,15,12,6,3,1,1,0,0,0,0,0,0,7,9,3,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,65,4
250480105000010,8,20,24,36,15,9,9,8,1,0,1,0,0,0,19,10,5,1,0,0,2,2,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,158,10
250480105000011,8,40,37,66,35,19,12,13,0,0,1,0,0,0,40,16,18,0,1,1,8,14,10,9,4,1,11,6,2,0,0,0,0,2,0,0,1,0,0,299,68
250480105000012,8,48,56,58,34,15,12,12,2,3,0,0,0,0,46,17,14,4,0,1,4,6,3,2,1,0,14,3,1,0,0,0,0,1,4,0,0,1,0,322,40
250480105000013,8,24,40,42,32,13,11,14,2,2,0,0,0,0,22,13,9,3,0,0,5,4,5,0,1,1,5,4,1,1,0,1,0,1,0,0,0,0,0,227,29
250480105000014,8,11,19,14,11,7,5,3,0,0,0,0,0,0,11,8,3,1,2,0,4,3,3,2,1,0,2,4,1,0,0,0,0,0,1,0,0,0,0,95,21
250480105000015,1,39,54,54,40,5,4,8,3,0,0,0,0,0,36,26,9,5,0,0,23,12,13,8,7,0,17,11,1,3,1,0,0,12,2,1,0,0,0,283,111
250480105000016,1,34,40,48,27,10,3,10,1,1,0,0,0,0,33,17,11,2,0,0,20,22,21,11,7,3,11,13,12,6,2,0,0,7,2,2,0,0,0,237,139
250480105000017,1,27,38,31,9,11,11,11,0,0,1,0,0,0,27,18,5,1,2,0,19,23,12,1,2,3,10,13,11,6,0,0,0,6,4,1,0,0,0,192,111
250480105000018,1,19,18,21,7,2,4,6,0,0,1,0,0,0,19,6,6,0,0,0,37,28,23,18,8,8,12,29,13,6,1,0,0,8,3,0,1,0,0,109,195
250480105000019,1,30,48,43,38,15,9,9,0,1,0,0,0,0,30,21,8,2,1,1,31,27,19,15,8,11,15,23,9,5,2,0,1,8,7,1,0,1,0,256,183
250480105000020,1,17,35,29,13,12,6,10,0,1,0,0,0,0,17,16,2,1,2,0,17,18,12,9,5,2,4,13,9,4,2,0,0,4,2,2,0,0,0,161,103
250480105000021,1,15,26,25,12,2,5,2,2,0,0,0,0,0,13,14,4,2,0,0,13,11,6,2,3,4,13,5,5,1,1,0,0,8,3,0,0,0,0,122,75
250485005000001,1,33,50,44,9,4,0,12,2,1,0,0,0,0,31,18,10,0,1,0,34,31,21,7,0,1,22,25,12,8,0,0,0,9,1,1,0,0,0,215,172
