Cod_setor,Situacao_setor,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,homens,mulheres
251210105000037,1,18,25,21,12,10,4,4,1,1,0,0,0,0,17,9,8,3,0,1,11,17,19,6,3,7,10,5,6,3,1,0,0,6,8,0,1,0,0,134,103
251210105000038,1,40,45,54,26,12,12,10,3,0,0,0,0,0,37,22,13,4,1,0,11,13,20,7,3,4,3,7,3,1,1,0,0,4,3,3,0,0,0,279,83
251210105000039,1,23,44,62,34,18,10,11,4,0,0,0,0,0,19,20,15,3,0,0,33,46,34,27,13,8,24,22,24,11,2,0,0,11,1,1,1,0,0,263,258
251210105000040,1,41,69,56,17,15,4,9,2,0,0,0,0,0,39,39,14,2,1,0,25,21,11,8,6,0,6,18,5,0,1,0,0,7,7,0,0,0,0,308,115
251210105000041,1,8,13,19,7,4,0,7,0,0,0,0,0,0,8,7,2,0,0,0,19,13,14,2,1,0,2,16,3,0,0,0,0,3,1,3,1,0,0,75,78
251210105000042,1,21,37,34,21,9,4,6,4,0,0,0,0,0,17,15,4,2,0,0,9,17,11,4,1,7,8,4,6,3,0,0,1,5,4,1,0,0,0,174,81
251210105000043,1,25,31,25,9,3,5,10,4,1,0,0,0,0,21,12,5,2,0,0,27,53,23,27,15,11,4,25,25,3,5,2,0,2,2,1,0,0,0,153,225
251210105000044,1,23,43,37,21,5,7,18,3,2,0,0,0,0,20,23,13,0,0,0,34,31,18,18,7,12,12,24,8,5,1,0,0,10,4,0,2,0,0,215,186
251210105000045,1,33,31,27,9,3,2,15,2,0,0,0,0,0,31,24,5,0,0,0,20,24,19,10,1,5,12,13,9,3,1,0,0,7,7,1,0,0,0,182,132
251210105000046,1,25,19,33,19,8,3,0,0,0,0,0,0,0,25,10,8,4,1,0,9,10,3,2,0,0,5,5,3,0,0,0,0,4,3,0,0,0,0,155,44
251210115000001,1,8,12,5,2,1,2,5,1,0,0,0,0,0,7,7,0,0,0,0,1,5,4,2,0,1,2,0,2,1,0,0,0,1,1,1,0,0,0,50,21
251210115000002,8,23,20,30,14,6,9,5,0,0,0,1,0,0,23,7,8,0,0,0,5,1,2,1,0,1,4,3,1,0,0,0,0,2,0,0,0,0,0,146,20
251210115000003,8,36,48,41,30,14,6,4,1,1,0,0,0,0,35,24,10,6,1,0,13,8,8,3,4,0,8,9,3,2,2,1,0,4,1,0,0,0,0,257,66
251210115000005,8,4,7,10,5,2,4,3,0,0,0,0,0,0,4,3,1,0,0,0,0,1,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,43,8
251210115000006,8,11,20,14,6,6,2,2,0,0,0,0,0,0,11,10,4,1,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,87,7
251210115000007,8,23,23,19,11,3,2,1,0,0,0,0,0,0,23,16,4,2,0,0,2,2,1,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,127,11
251220005000001,1,20,43,51,21,7,3,12,5,0,0,0,0,0,15,20,19,2,0,0,24,32,15,11,5,2,15,19,9,2,0,0,0,5,4,1,0,0,0,218,144
251220005000002,1,25,46,50,28,5,4,20,4,1,0,0,0,0,21,25,4,6,0,0,25,25,9,11,5,2,14,15,10,4,0,0,0,10,3,0,0,0,1,239,134
251220005000003,1,17,22,22,16,3,2,24,4,0,0,0,0,0,13,9,7,1,1,0,29,29,21,9,5,2,22,23,10,5,1,0,0,6,3,1,0,0,0,141,166
251220005000004,8,23,41,32,25,17,14,22,1,1,0,0,0,0,22,15,9,3,1,0,12,9,11,3,5,3,4,5,3,2,0,1,0,7,1,0,0,0,0,226,66
251220005000005,8,22,47,25,18,5,5,11,1,0,0,0,0,0,21,17,6,1,0,0,10,9,4,9,2,0,6,8,2,0,2,0,0,2,0,0,0,1,0,179,55
251230905000001,1,6,18,16,9,4,1,11,1,0,0,0,0,0,5,11,5,0,0,0,7,10,8,3,2,3,12,4,6,0,0,0,0,3,0,1,0,0,0,87,59
251230905000002,1,14,28,21,10,3,4,11,0,1,0,0,0,0,14,14,5,1,0,0,24,12,15,3,3,3,11,15,4,2,1,0,0,9,0,2,0,0,0,126,104
251230905000003,1,26,28,39,13,3,2,11,3,0,0,0,0,0,23,17,10,2,0,0,21,18,12,6,1,3,20,12,7,3,0,0,0,9,5,0,0,0,0,177,117
251230905000004,1,38,46,40,27,12,10,16,3,0,0,0,0,0,35,23,11,3,0,0,18,9,10,2,5,6,12,12,4,0,1,0,0,6,1,2,0,0,0,264,88
251230905000005,1,26,32,32,23,3,6,11,1,1,1,0,0,0,25,15,4,2,1,0,45,27,44,17,7,2,14,32,9,9,4,0,0,13,6,4,0,0,0,183,233
251230905000006,1,46,43,42,26,7,5,14,3,0,0,0,0,0,43,24,7,3,0,0,33,23,26,8,5,2,32,16,7,2,1,0,0,17,4,1,1,0,0,263,178
251230905000007,1,13,20,25,11,5,7,2,0,0,0,0,0,0,13,8,5,1,0,0,12,12,6,4,1,2,10,9,4,0,1,0,0,3,0,1,0,0,0,110,65
251230905000008,1,15,34,23,14,5,6,3,0,1,0,0,0,0,15,16,7,1,0,0,16,11,12,5,2,2,9,12,5,2,1,0,0,4,1,2,0,0,0,140,84
251230905000009,1,25,36,32,21,11,9,3,0,0,0,0,0,0,25,17,6,4,1,0,14,13,11,10,10,6,11,11,6,1,1,0,0,3,3,0,0,0,0,190,100
251230905000010,1,41,43,36,23,11,13,19,6,0,0,0,0,0,35,17,8,3,0,0,25,22,12,8,4,3,14,18,7,1,0,0,0,7,4,0,0,0,0,255,125
251230905000011,8,13,31,25,12,10,12,6,1,0,0,0,0,0,12,11,6,1,1,0,2,4,2,4,7,2,0,0,2,0,1,0,0,2,0,0,0,0,0,141,26
251230905000012,8,6,8,9,5,1,1,4,0,0,0,0,0,0,6,5,2,0,0,0,0,0,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,47,7
251230905000013,5,16,20,28,21,8,5,13,0,1,0,0,0,0,16,12,6,2,1,0,16,19,9,4,9,3,10,10,6,0,0,0,0,6,4,1,0,0,0,149,97
251230905000014,8,19,25,30,3,7,4,5,1,0,0,0,0,0,18,12,2,0,0,0,4,1,3,0,0,0,5,1,1,1,0,0,0,3,0,0,0,0,0,126,19
251230905000015,8,38,52,32,21,12,8,13,1,0,0,0,0,0,37,20,8,2,1,0,13,9,12,11,2,6,9,9,4,2,1,0,0,4,0,0,0,0,0,245,82
251230905000016,8,7,13,14,11,9,16,0,0,0,0,0,0,0,7,4,3,0,0,0,3,1,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,84,12
251230905000017,8,36,39,45,34,20,12,11,2,1,0,0,0,0,34,17,7,2,1,0,21,32,30,6,7,8,6,18,15,6,0,1,0,3,3,1,0,0,0,261,157
251230905000018,8,17,26,26,18,14,31,4,0,2,0,0,0,0,17,7,8,3,0,0,6,6,1,1,0,1,8,3,3,0,0,0,0,3,0,0,0,0,0,173,32
251230905000019,8,12,15,17,14,7,9,1,2,0,0,0,0,0,10,8,5,2,1,0,6,7,2,1,2,1,2,4,3,1,0,0,0,2,0,0,0,0,0,103,31
251230905000020,8,14,30,13,12,9,9,6,2,1,0,0,0,0,12,13,4,1,0,0,9,4,4,5,2,3,12,5,1,0,0,0,0,4,0,0,0,0,0,126,49
251230905000021,1,52,56,53,30,12,19,25,1,0,0,0,0,0,51,24,13,2,1,0,36,38,41,23,6,9,16,23,14,9,0,0,0,13,5,2,0,0,0,339,235
251230905000022,1,26,23,27,11,5,3,5,0,0,0,0,0,0,26,13,7,0,0,0,20,19,11,10,1,3,12,14,7,0,0,0,0,6,3,1,0,0,0,146,107
251230905000023,1,15,19,18,14,3,2,8,0,0,0,0,0,0,15,11,2,2,0,0,24,12,15,9,6,10,7,15,4,4,1,0,1,9,0,1,0,0,0,109,118
251230905000024,1,25,34,27,14,12,6,10,1,0,0,0,0,0,24,16,9,3,0,0,20,19,14,11,3,5,13,14,6,3,1,0,0,6,8,2,0,0,0,181,125
251230905000025,1,27,29,27,15,6,7,22,3,0,0,0,0,0,24,14,5,0,0,0,35,33,37,16,7,5,18,19,10,9,1,1,0,16,6,1,0,0,0,179,214
251230905000026,1,23,30,35,19,9,8,8,2,0,0,0,0,0,21,12,11,4,0,0,10,9,12,6,1,1,9,8,2,3,1,0,0,2,2,2,1,0,0,182,69
251230905000027,1,10,29,30,10,7,7,14,0,1,0,0,0,0,10,13,4,0,1,0,18,20,13,2,4,2,20,9,7,2,0,0,0,9,3,0,0,1,0,136,110
251230905000028,1,30,41,26,22,13,10,10,0,1,0,0,0,0,30,21,5,4,1,0,16,25,7,11,3,5,15,6,8,1,2,0,0,10,4,0,0,0,0,214,113
251230905000029,1,40,44,44,32,12,11,10,4,0,0,0,0,0,36,16,4,3,1,0,39,29,10,11,2,5,12,26,12,4,2,0,0,13,7,0,1,0,0,257,173
251230905000030,5,2,13,5,3,1,3,4,1,0,0,0,0,0,1,6,1,1,0,0,16,12,17,6,2,4,7,15,4,4,1,0,0,1,0,0,0,0,0,41,89
251230905000031,5,19,30,22,13,5,3,4,0,0,0,0,0,0,19,13,8,0,0,0,7,3,2,2,3,3,5,5,2,1,0,0,0,2,0,0,0,0,0,136,35
251230905000032,5,11,18,8,15,4,4,4,1,1,0,0,0,0,10,6,2,3,0,0,2,2,3,3,0,1,5,2,0,1,0,0,0,0,1,0,0,0,0,87,20
251240805000001,1,25,29,29,17,4,9,9,3,0,0,0,0,0,22,12,9,4,0,0,27,22,16,9,6,5,24,17,8,2,2,0,0,10,5,2,0,0,0,172,155
251240805000002,1,26,32,30,16,9,5,17,1,0,0,0,0,0,25,18,6,3,1,0,12,18,13,2,3,4,16,3,3,6,0,1,0,9,5,1,0,0,0,189,96
251240805000003,1,26,33,37,28,3,5,17,2,0,0,0,0,0,24,12,2,4,0,0,28,28,19,6,3,2,21,14,9,0,0,0,0,14,5,0,1,0,0,193,150
251240805000004,1,36,39,41,17,15,8,15,1,1,0,0,0,0,35,15,7,2,0,0,19,20,24,12,7,8,18,9,4,2,2,1,0,10,4,3,1,0,0,232,144
251240805000005,8,5,12,19,11,7,4,7,0,1,0,0,0,0,5,3,1,0,0,1,6,5,6,2,2,5,1,5,2,1,0,0,1,1,0,0,0,0,0,76,37
251240805000006,8,12,19,13,6,2,4,4,1,1,0,0,0,0,11,6,3,0,1,0,8,3,1,2,1,1,4,3,2,0,1,0,0,5,0,1,0,0,0,83,32
251240805000007,4,28,40,42,19,1,10,11,3,1,0,0,0,0,25,17,8,4,1,0,18,14,19,9,1,7,8,11,4,4,0,0,1,7,2,2,0,0,0,210,107
251240805000008,8,30,48,54,47,21,16,19,2,0,0,0,0,0,28,26,12,4,0,2,17,18,10,10,1,5,11,15,7,2,1,0,0,2,1,3,0,0,0,309,103
251240805000009,8,7,5,4,11,4,4,8,0,0,0,0,0,0,7,4,0,1,0,0,3,5,13,9,2,5,2,3,3,5,1,0,1,0,0,0,0,0,0,55,52
251240805000010,8,23,34,20,9,5,3,11,0,1,0,0,0,0,23,12,4,0,0,0,5,9,1,4,3,1,6,4,5,0,0,0,0,1,0,0,0,0,0,145,39
251240805000011,4,14,28,21,14,5,3,7,0,0,0,0,0,0,14,12,3,1,0,0,12,6,6,1,3,1,5,4,3,0,0,0,0,8,1,0,0,0,0,122,50
251240805000012,4,37,63,61,35,9,7,14,1,0,0,0,0,0,36,32,11,4,0,0,17,25,21,8,9,5,26,11,8,3,1,0,0,6,4,0,0,0,0,310,144
251240805000013,8,18,23,14,12,8,6,7,1,0,0,0,0,0,17,8,1,3,0,0,12,13,7,2,3,1,8,10,7,0,0,0,0,2,2,0,0,0,0,118,67
251240805000014,8,34,33,33,15,9,13,10,0,0,0,0,0,0,34,17,11,0,1,0,14,14,10,9,7,6,4,10,7,1,0,2,0,4,2,1,0,0,0,210,91
251240805000015,8,25,49,46,24,15,4,12,0,0,0,0,0,0,25,24,9,2,2,0,20,12,9,5,3,4,5,15,7,2,1,0,0,5,1,0,0,0,0,237,89
251240805000016,8,12,15,16,15,6,5,5,3,0,1,0,0,0,9,6,1,2,1,0,4,3,3,4,0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,97,21
251240805000017,8,14,34,25,16,7,12,14,0,0,0,0,0,0,14,18,5,2,1,1,18,27,15,8,6,4,8,12,7,4,1,0,1,6,2,0,0,0,0,163,119
251240805000018,8,25,24,14,10,8,14,13,2,1,1,1,0,0,23,15,2,1,0,0,6,12,11,8,0,3,5,3,6,2,2,0,0,3,2,0,0,0,0,154,63
251240805000019,1,16,32,26,12,5,3,7,1,1,0,0,0,0,15,17,5,1,0,1,18,9,10,4,0,2,9,11,2,3,0,0,0,7,2,0,0,0,0,142,77
251240805000020,1,18,27,20,11,3,4,6,0,0,0,0,0,0,18,11,5,0,0,0,9,14,15,5,1,3,3,7,4,3,0,0,0,2,2,2,0,0,0,123,70
251250705000001,1,26,49,35,15,2,7,14,3,1,0,0,0,0,23,24,6,1,0,1,30,34,25,12,7,3,22,22,8,3,2,1,0,8,6,2,0,0,0,207,185
251250705000002,1,52,69,45,29,7,8,18,0,3,0,0,0,0,52,29,17,5,0,0,28,33,22,8,6,4,20,20,19,3,0,1,0,8,2,2,0,0,0,334,176
251250705000003,1,43,49,41,21,13,2,15,0,1,1,0,0,0,43,21,6,4,1,0,18,20,14,7,0,3,12,6,9,2,0,0,0,12,7,1,0,0,0,261,111
251250705000004,1,40,43,40,25,12,7,13,2,0,0,0,0,0,38,17,9,1,1,0,38,42,24,13,10,4,11,27,9,6,2,0,0,11,7,0,0,0,0,248,204
251250705000005,1,29,45,34,19,7,9,7,3,0,0,0,0,0,26,22,12,5,0,0,40,31,12,10,3,2,25,32,9,4,0,0,0,8,3,0,0,0,0,218,179
251250705000006,1,32,47,63,28,12,4,7,2,0,0,0,0,0,30,26,12,3,1,0,16,15,4,6,2,2,5,7,4,1,1,1,0,9,4,1,1,0,0,267,79
251250705000007,1,11,25,22,15,3,1,11,0,0,0,0,0,0,11,11,5,2,1,0,24,28,16,12,6,4,6,15,14,5,1,0,0,9,4,0,0,0,0,118,144
251250705000008,1,38,47,30,23,10,9,8,1,1,1,0,0,0,37,20,8,4,0,0,31,21,30,18,7,7,17,20,9,7,1,0,0,11,2,0,0,0,0,237,181
251250705000009,1,30,35,29,16,3,4,7,5,1,0,0,0,0,25,9,7,2,0,0,24,30,12,8,9,3,13,16,15,3,1,0,0,8,4,0,0,1,0,173,147
251250705000010,1,24,48,33,25,10,4,10,1,1,0,0,0,0,23,25,10,6,0,0,44,27,23,11,7,5,15,33,11,5,0,0,0,11,0,2,1,0,0,220,195
251250705000011,1,29,40,57,27,6,8,11,0,0,0,0,0,0,29,24,16,4,0,0,24,19,11,7,6,3,12,15,4,1,1,0,0,9,2,1,0,0,0,251,115
251250705000012,1,48,74,59,33,9,6,17,4,2,0,0,0,0,44,33,13,4,0,1,38,38,22,3,2,7,20,20,8,5,0,0,1,18,10,1,0,0,0,347,193
251250705000013,1,24,40,31,13,8,6,5,1,0,0,0,0,0,23,27,9,0,1,0,47,27,17,12,3,5,16,37,7,3,1,0,1,10,6,1,0,0,0,188,193
251250705000014,1,19,39,42,21,6,3,5,4,0,0,0,0,0,15,16,14,3,0,0,13,12,10,4,4,0,9,8,3,2,0,0,0,5,3,1,0,0,0,187,74
251250705000015,1,29,32,30,18,8,4,11,1,0,0,0,0,0,28,18,8,4,1,1,33,25,14,8,0,2,15,21,9,6,0,0,0,12,6,0,0,0,0,193,151
251250705000016,1,39,39,32,19,1,5,9,2,1,0,0,0,0,37,21,4,2,0,0,31,25,17,11,5,7,18,19,8,7,1,0,0,12,3,0,0,0,0,211,164
251250705000017,8,18,43,28,24,11,7,8,1,1,0,0,0,0,17,20,7,3,0,0,20,14,6,10,2,2,7,16,7,0,1,1,0,4,0,0,0,0,0,188,90
251250705000018,8,27,41,34,19,15,7,5,2,0,0,0,0,0,25,15,6,0,0,0,10,9,2,0,6,3,6,6,4,0,0,0,0,4,0,0,0,0,1,196,51
251250705000019,5,62,60,62,32,10,12,7,2,0,0,0,0,0,60,27,13,4,1,0,27,31,13,5,3,4,18,16,8,5,0,0,1,11,3,0,1,0,0,352,146
251250705000020,5,24,24,10,3,0,1,3,1,0,0,0,0,0,23,12,1,0,0,0,2,3,1,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,102,13
251250705000021,8,12,12,9,7,3,4,11,1,1,0,0,0,0,11,5,2,0,0,1,12,14,10,8,6,5,9,10,6,1,1,1,0,2,1,0,1,0,0,79,87
251250705000022,8,34,27,21,25,13,10,9,4,0,0,0,0,0,30,16,5,6,0,0,7,6,2,3,1,1,10,6,3,0,0,0,0,1,0,0,1,0,0,200,41
251250705000023,8,23,37,27,20,11,9,12,0,0,0,0,0,0,23,18,9,1,0,0,4,5,3,0,1,1,4,2,1,1,0,0,0,2,2,1,0,0,0,190,27
251250705000024,8,20,27,33,17,5,4,6,3,0,0,0,0,0,17,14,10,1,0,0,4,8,10,6,2,1,9,2,3,2,0,0,0,2,0,0,0,0,0,157,49
251250705000025,8,11,28,15,6,1,1,8,0,1,0,0,0,0,11,12,3,1,0,0,16,5,6,4,2,2,3,7,1,0,1,0,0,9,0,2,0,0,0,98,58
251250705000026,8,6,8,9,6,2,2,1,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,45,2
251250705000027,8,6,12,6,0,5,6,0,0,0,0,0,0,0,6,8,2,0,0,0,3,3,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,51,11
251250705000028,3,42,39,38,24,10,8,21,3,0,0,0,0,0,39,16,8,4,0,0,39,78,54,50,17,21,15,32,30,14,6,0,2,7,3,1,0,0,0,252,369
251250705000029,3,52,90,68,30,12,6,14,1,2,0,0,0,0,51,45,14,3,1,0,24,23,17,13,6,7,14,15,9,1,2,0,0,9,3,0,0,0,0,389,143
251250705000030,3,62,59,60,25,12,7,13,3,0,0,0,0,0,59,33,20,1,1,0,28,27,11,8,5,2,15,19,7,3,0,0,0,9,9,2,0,0,0,355,145
251250705000031,3,46,97,66,35,15,6,15,3,0,0,0,0,0,43,39,13,6,0,0,20,21,14,8,2,2,11,12,6,2,0,0,0,8,5,1,0,0,0,384,112
251250705000032,5,30,30,26,15,4,4,12,3,0,0,0,0,0,27,7,4,0,0,0,15,10,1,5,1,2,5,10,2,0,0,0,0,5,2,1,0,0,0,162,59
251250705000033,8,24,24,24,16,10,15,9,2,1,0,0,0,0,22,11,6,3,1,0,7,4,2,0,3,4,5,4,1,0,0,1,0,3,0,0,0,0,0,168,34
251250705000034,8,10,20,15,14,8,8,9,0,0,0,0,0,0,10,9,5,1,0,0,4,9,0,5,2,3,4,2,3,0,0,0,0,2,2,0,0,0,0,109,36
251250705000035,8,24,17,25,12,10,7,10,1,0,0,0,0,0,23,11,8,3,0,0,12,13,10,6,2,2,11,6,3,2,1,0,0,6,3,3,0,0,0,151,80
251250705000036,8,19,7,4,3,1,2,12,3,0,0,1,0,0,16,3,0,0,0,0,31,45,38,25,10,7,7,30,18,7,3,0,0,1,4,1,0,0,0,71,227
251250705000037,8,29,26,25,14,11,3,14,2,0,0,0,0,0,27,14,4,1,0,0,16,12,8,3,3,2,14,10,5,2,0,0,0,6,2,0,0,0,0,170,83
251250705000038,5,3,7,3,1,1,2,4,1,0,0,0,0,0,2,4,1,0,0,0,1,7,2,2,1,2,2,1,2,0,1,0,0,0,2,0,0,0,0,29,23
251250705000039,8,25,24,27,19,6,5,13,3,0,0,0,0,0,22,11,10,5,1,0,9,3,4,1,1,2,3,6,0,0,0,0,0,3,1,0,0,0,0,171,33
251250705000040,8,16,15,16,9,6,8,4,0,0,0,0,0,0,16,8,2,1,0,0,7,15,10,2,2,4,4,5,1,3,0,0,0,2,0,0,0,0,0,101,55
251250705000041,8,47,40,46,29,22,19,7,4,0,0,0,0,0,43,16,9,6,1,0,15,13,4,4,2,1,12,9,5,1,0,0,0,6,1,0,1,0,0,289,74
251250705000042,8,16,27,16,23,10,8,13,2,1,0,0,0,0,14,9,4,2,0,0,6,5,4,1,1,0,8,4,2,1,0,0,0,2,2,0,0,0,0,145,36
251250705000043,8,5,4,10,4,0,2,1,0,0,0,0,0,0,5,3,3,0,0,0,1,1,3,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,37,10
251250705000044,8,10,15,16,11,4,0,9,0,0,0,0,0,0,10,10,3,2,0,0,35,45,55,29,4,13,16,29,24,10,3,0,2,6,3,1,0,0,0,90,275
251250705000045,8,10,31,30,14,3,3,1,1,0,0,0,0,0,9,10,1,1,0,0,7,12,8,3,1,1,7,5,5,4,1,0,0,2,4,0,0,0,0,114,60
251250705000046,8,20,21,13,4,3,5,2,3,0,1,0,0,0,17,9,1,0,0,0,3,7,2,1,0,1,9,2,3,1,0,0,0,1,0,0,0,0,0,99,30
251250705000047,8,28,40,39,22,3,9,10,3,1,0,0,0,0,25,14,10,5,1,0,5,12,6,4,0,5,5,4,5,1,0,0,0,1,2,1,0,0,0,210,51
251250705000048,8,30,24,31,15,5,8,10,2,0,0,0,0,0,28,13,6,2,0,0,16,16,18,6,2,5,10,13,8,4,1,0,0,3,1,1,0,0,0,174,104
251250705000049,8,23,35,25,22,6,10,9,0,1,1,0,0,0,23,20,6,3,0,0,5,6,4,8,3,2,10,3,1,0,1,0,0,2,2,0,1,0,1,184,49
251250705000050,8,21,35,15,7,10,4,7,1,2,0,0,0,0,20,14,6,1,1,0,7,8,5,2,0,0,9,7,0,1,0,0,0,0,2,0,0,0,0,144,41
251250705000051,4,27,44,36,13,3,8,9,2,0,0,0,0,0,25,27,6,4,0,0,21,17,15,10,4,3,4,15,7,2,2,0,0,6,3,1,0,0,0,204,110
251250705000052,4,29,41,25,11,2,2,8,5,1,0,0,0,0,24,23,6,3,0,0,11,19,13,6,0,3,9,5,5,5,1,0,0,6,2,2,0,0,0,180,87
251250705000053,4,17,35,35,12,2,5,9,0,0,0,0,0,0,17,14,6,0,0,0,26,21,9,4,3,3,14,17,5,1,1,0,0,9,4,0,0,0,0,152,117
251250705000054,1,11,23,7,5,3,3,3,0,0,0,0,0,0,11,12,0,0,0,0,20,30,26,17,10,9,6,16,12,5,2,0,0,4,1,0,1,0,0,78,159
251250705000055,1,19,14,9,5,1,2,7,2,2,0,0,0,0,17,5,1,2,1,0,19,28,23,14,3,9,8,14,12,2,0,0,0,5,0,0,1,0,0,87,138
251250705000056,1,13,9,7,4,2,2,13,1,0,0,0,0,0,12,3,1,1,0,0,38,40,26,8,8,6,16,25,18,6,0,0,0,13,6,1,0,0,0,68,211
251250705000057,1,13,13,13,10,1,7,2,2,1,0,0,0,0,11,5,1,0,0,1,26,32,26,12,4,4,7,21,13,2,2,0,0,5,6,2,0,0,0,80,162
251250705000058,4,14,19,15,10,4,4,4,0,0,0,0,0,0,14,6,5,0,1,0,4,3,3,1,0,1,4,3,1,0,1,0,0,1,0,0,0,0,0,96,22
251250705000059,5,18,29,20,16,5,4,3,4,0,0,0,0,0,14,11,4,0,1,0,7,8,8,4,3,0,10,6,4,2,0,0,0,1,0,1,0,0,0,129,54
251250705000060,5,21,35,21,20,4,2,3,1,1,0,0,0,0,20,14,4,3,0,0,6,10,4,2,2,1,8,2,5,1,0,0,0,4,2,0,0,0,0,149,47
251250705000061,1,13,17,16,12,2,1,2,0,0,0,0,0,0,13,10,3,1,1,0,11,4,6,3,2,0,4,6,2,3,0,1,0,5,0,1,0,0,0,91,48
251260605000001,1,20,35,28,15,5,8,10,0,0,0,0,0,0,20,15,4,2,0,0,12,13,8,6,2,4,9,10,4,1,2,0,0,2,1,0,0,0,0,162,74
251260605000002,8,10,25,13,21,5,11,5,0,0,0,0,0,0,10,10,2,2,0,0,5,6,5,1,6,4,1,5,2,1,0,0,0,0,0,0,0,0,0,114,36
251260605000003,8,16,15,17,9,6,7,7,1,0,1,0,0,0,15,11,2,0,0,0,7,7,15,10,6,11,4,4,1,5,0,2,0,3,3,0,0,0,0,107,78
251270505000001,1,26,35,34,19,5,8,19,3,0,0,0,0,0,23,16,6,4,1,0,36,31,20,10,6,3,33,20,13,6,1,0,0,16,8,2,0,0,0,199,205
251270505000002,1,34,29,26,7,7,4,8,2,0,0,0,0,0,32,14,8,1,1,1,31,39,22,13,6,3,14,23,16,4,0,0,0,8,5,0,0,0,0,174,184
251270505000003,1,8,9,12,3,1,2,14,3,1,0,0,0,0,5,3,3,0,0,0,31,53,41,23,6,4,10,25,27,8,1,1,0,6,3,0,0,0,0,64,239
251270505000004,1,23,20,21,12,6,0,5,1,1,0,0,0,0,22,12,5,2,2,0,28,16,18,9,9,3,14,22,2,2,0,0,0,6,3,3,0,0,0,132,135
251270505000005,1,19,33,27,17,2,6,10,4,0,0,0,0,0,15,19,6,1,0,0,49,42,31,21,8,5,15,36,21,5,2,0,0,13,2,1,0,0,0,159,251
251270505000006,1,26,33,29,22,8,2,9,1,1,0,0,0,0,25,18,8,5,2,0,29,17,10,7,6,1,13,20,1,1,0,0,0,9,2,0,0,0,0,189,116
251270505000007,1,30,31,28,12,7,7,9,1,1,0,0,0,0,29,11,9,1,0,0,14,18,21,13,2,3,12,11,9,4,2,0,1,3,5,1,0,0,0,176,119
251270505000008,1,26,32,23,8,5,5,6,1,1,0,0,0,0,25,14,6,0,0,0,24,11,4,4,1,1,10,19,4,1,0,0,0,5,1,0,0,0,0,152,85
251270505000009,1,29,45,53,26,5,10,10,1,2,0,0,0,0,28,24,11,1,0,0,9,17,13,11,2,0,13,6,6,2,0,0,0,3,5,0,0,0,0,245,87
251270505000010,8,2,10,12,9,3,8,3,0,0,0,0,0,0,2,4,1,1,0,0,4,3,3,0,0,2,0,4,0,1,0,0,0,0,1,0,0,0,0,55,18
251270505000011,8,15,19,22,19,15,5,7,2,0,0,0,0,0,13,11,5,0,1,0,5,4,6,5,1,0,1,3,1,1,0,0,0,2,0,2,1,0,0,134,32
251270505000012,8,13,26,23,18,8,12,16,1,0,0,0,0,0,12,13,4,3,1,0,5,11,4,3,0,3,4,3,5,1,0,0,0,2,3,0,0,0,0,150,44
251270505000013,8,3,8,13,10,5,4,5,1,0,0,0,0,0,2,3,2,0,0,0,5,6,1,1,1,0,1,4,1,1,0,1,0,1,0,0,0,0,0,56,23
251270505000014,8,17,14,19,7,10,3,8,0,0,0,0,0,0,17,6,1,1,1,0,6,8,8,4,2,2,0,6,2,2,0,0,0,0,1,0,0,1,0,104,42
251270505000015,8,3,1,3,1,0,1,2,0,0,0,0,0,0,3,1,0,0,0,0,0,16,4,7,6,3,2,0,7,1,2,1,0,0,3,0,0,0,0,15,52
251270505000016,8,15,20,21,11,6,9,11,0,0,0,0,0,0,15,10,5,1,0,0,4,5,3,4,2,1,5,2,1,1,1,0,0,2,1,0,0,0,0,124,32
251270505000017,8,7,4,11,13,7,12,8,2,0,0,0,0,0,5,0,3,0,0,0,5,6,7,1,3,1,2,4,1,1,0,0,0,1,0,0,0,0,0,72,32
251270505000018,8,12,11,21,11,8,12,6,1,0,0,0,0,0,11,4,5,1,0,0,3,0,5,4,2,3,0,2,0,1,0,0,0,1,0,0,0,0,0,103,21
251270505000019,8,23,22,31,26,14,14,19,2,0,0,0,0,0,21,10,6,5,0,0,11,17,8,11,7,4,9,5,5,1,1,0,0,6,1,1,0,1,0,193,88
251270505000020,1,32,18,24,20,6,3,5,1,1,0,0,0,0,31,8,7,3,0,0,22,20,8,7,5,0,21,11,8,1,1,0,0,11,3,0,0,0,0,159,118
