DS_GASTO_NIVEL1,SG_PARTIDO,NM_PARTIDO,gasto,reais
OUTRAS DESPESAS GERAIS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,571200.09,"R$ 571.200,09"
OUTRAS DESPESAS GERAIS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,1426.76,"R$ 1.426,76"
OUTRAS DESPESAS GERAIS,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,139712.94,"R$ 139.712,94"
OUTRAS DESPESAS GERAIS,PSB,PARTIDO SOCIALISTA BRASILEIRO,1301204.36,"R$ 1.301.204,36"
OUTRAS DESPESAS GERAIS,PSC,PARTIDO SOCIAL CRISTÃO,169373.42,"R$ 169.373,42"
OUTRAS DESPESAS GERAIS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,299563.43,"R$ 299.563,43"
OUTRAS DESPESAS GERAIS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,790981.66,"R$ 790.981,66"
OUTRAS DESPESAS GERAIS,PSL,PARTIDO SOCIAL LIBERAL,6022.81,"R$ 6.022,81"
OUTRAS DESPESAS GERAIS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,321433.5,"R$ 321.433,50"
OUTRAS DESPESAS GERAIS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,8656.06,"R$ 8.656,06"
OUTRAS DESPESAS GERAIS,PT,PARTIDO DOS TRABALHADORES,1352614.31,"R$ 1.352.614,31"
OUTRAS DESPESAS GERAIS,PTB,PARTIDO TRABALHISTA BRASILEIRO,183430.34,"R$ 183.430,34"
OUTRAS DESPESAS GERAIS,PTC,PARTIDO TRABALHISTA CRISTÃO,6207.01,"R$ 6.207,01"
OUTRAS DESPESAS GERAIS,PV,PARTIDO VERDE,322907.23,"R$ 322.907,23"
OUTRAS DESPESAS GERAIS,REDE,REDE SUSTENTABILIDADE,73476.09,"R$ 73.476,09"
OUTRAS DESPESAS GERAIS,REPUBLICANOS,REPUBLICANOS,512660.08,"R$ 512.660,08"
OUTRAS DESPESAS GERAIS,SDD,SOLIDARIEDADE,458336.17,"R$ 458.336,17"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,DEM,DEMOCRATAS,21500,"R$ 21.500,00"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,22000,"R$ 22.000,00"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,97787.01,"R$ 97.787,01"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PL,PARTIDO LIBERAL,31000,"R$ 31.000,00"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PP,PROGRESSISTAS,3150,"R$ 3.150,00"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,1499070.47,"R$ 1.499.070,47"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PSB,PARTIDO SOCIALISTA BRASILEIRO,18667.1,"R$ 18.667,10"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PSC,PARTIDO SOCIAL CRISTÃO,11001,"R$ 11.001,00"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PSD,PARTIDO SOCIAL DEMOCRÁTICO,12233.75,"R$ 12.233,75"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,2276,"R$ 2.276,00"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PSOL,PARTIDO SOCIALISMO E LIBERDADE,2000,"R$ 2.000,00"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PT,PARTIDO DOS TRABALHADORES,6214.58,"R$ 6.214,58"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PTB,PARTIDO TRABALHISTA BRASILEIRO,700,"R$ 700,00"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,PV,PARTIDO VERDE,28759.45,"R$ 28.759,45"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,REDE,REDE SUSTENTABILIDADE,7000,"R$ 7.000,00"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,REPUBLICANOS,REPUBLICANOS,6049.57,"R$ 6.049,57"
OUTRAS DESPESAS PARA PARTICIPAÇÃO DA MULHER NA POLÍTICA,SDD,SOLIDARIEDADE,3059.8,"R$ 3.059,80"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,DEM,DEMOCRATAS,1419,"R$ 1.419,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,122940.8,"R$ 122.940,80"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,NOVO,PARTIDO NOVO,38190.13,"R$ 38.190,13"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,128588.68,"R$ 128.588,68"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PL,PARTIDO LIBERAL,6950,"R$ 6.950,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PP,PROGRESSISTAS,4190,"R$ 4.190,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PPS,PARTIDO POPULAR SOCIALISTA,5500,"R$ 5.500,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,21508,"R$ 21.508,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSB,PARTIDO SOCIALISTA BRASILEIRO,4565,"R$ 4.565,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSC,PARTIDO SOCIAL CRISTÃO,3000,"R$ 3.000,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,17278,"R$ 17.278,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,42820.75,"R$ 42.820,75"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSL,PARTIDO SOCIAL LIBERAL,1307,"R$ 1.307,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,10215,"R$ 10.215,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PT,PARTIDO DOS TRABALHADORES,455386.04,"R$ 455.386,04"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PTB,PARTIDO TRABALHISTA BRASILEIRO,357212.4,"R$ 357.212,40"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PV,PARTIDO VERDE,12250,"R$ 12.250,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,REDE,REDE SUSTENTABILIDADE,7170,"R$ 7.170,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,REPUBLICANOS,REPUBLICANOS,11035,"R$ 11.035,00"
OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,SDD,SOLIDARIEDADE,153866,"R$ 153.866,00"
OUTROS MULHERES,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,600,"R$ 600,00"
OUTROS MULHERES,NOVO,PARTIDO NOVO,96.12,"R$ 96,12"
OUTROS MULHERES,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,1100,"R$ 1.100,00"
OUTROS MULHERES,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,182373,"R$ 182.373,00"
OUTROS MULHERES,PODE,PODEMOS,38000,"R$ 38.000,00"
OUTROS MULHERES,PP,PROGRESSISTAS,36000,"R$ 36.000,00"
OUTROS MULHERES,PPS,PARTIDO POPULAR SOCIALISTA,1000,"R$ 1.000,00"
OUTROS MULHERES,PRP,PARTIDO REPUBLICANO PROGRESSISTA,1300,"R$ 1.300,00"
OUTROS MULHERES,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3123.95,"R$ 3.123,95"
OUTROS MULHERES,PT,PARTIDO DOS TRABALHADORES,35,"R$ 35,00"
OUTROS MULHERES,PTB,PARTIDO TRABALHISTA BRASILEIRO,8592.5,"R$ 8.592,50"
OUTROS MULHERES,PV,PARTIDO VERDE,1000,"R$ 1.000,00"
OUTROS MULHERES,REDE,REDE SUSTENTABILIDADE,1024.57,"R$ 1.024,57"
OUTROS MULHERES,REPUBLICANOS,REPUBLICANOS,16107.06,"R$ 16.107,06"
OUTROS MULHERES,SDD,SOLIDARIEDADE,17146.1,"R$ 17.146,10"
OUTROS ORDINÁRIAS,AVANTE,AVANTE,2800,"R$ 2.800,00"
OUTROS ORDINÁRIAS,DC,DEMOCRACIA CRISTÃ,3743.2,"R$ 3.743,20"
OUTROS ORDINÁRIAS,DEM,DEMOCRATAS,2807.7,"R$ 2.807,70"
OUTROS ORDINÁRIAS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,1779127.21,"R$ 1.779.127,21"
OUTROS ORDINÁRIAS,NOVO,PARTIDO NOVO,74226.73,"R$ 74.226,73"
OUTROS ORDINÁRIAS,PATRI,PATRIOTA,8542.51,"R$ 8.542,51"
OUTROS ORDINÁRIAS,PCB,PARTIDO COMUNISTA BRASILEIRO,235,"R$ 235,00"
OUTROS ORDINÁRIAS,PCDOB,PARTIDO COMUNISTA DO BRASIL,3961.5,"R$ 3.961,50"
OUTROS ORDINÁRIAS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,143224.94,"R$ 143.224,94"
OUTROS ORDINÁRIAS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,13017.97,"R$ 13.017,97"
OUTROS ORDINÁRIAS,PL,PARTIDO LIBERAL,279394.47,"R$ 279.394,47"
OUTROS ORDINÁRIAS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,12537.4,"R$ 12.537,40"
OUTROS ORDINÁRIAS,PP,PROGRESSISTAS,10516.02,"R$ 10.516,02"
OUTROS ORDINÁRIAS,PPS,PARTIDO POPULAR SOCIALISTA,3090.41,"R$ 3.090,41"
OUTROS ORDINÁRIAS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,408,"R$ 408,00"
OUTROS ORDINÁRIAS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,7330.69,"R$ 7.330,69"
OUTROS ORDINÁRIAS,PSB,PARTIDO SOCIALISTA BRASILEIRO,21980.17,"R$ 21.980,17"
OUTROS ORDINÁRIAS,PSC,PARTIDO SOCIAL CRISTÃO,179975.58,"R$ 179.975,58"
OUTROS ORDINÁRIAS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,76270.04,"R$ 76.270,04"
OUTROS ORDINÁRIAS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,320045.43,"R$ 320.045,43"
OUTROS ORDINÁRIAS,PSL,PARTIDO SOCIAL LIBERAL,2812,"R$ 2.812,00"
OUTROS ORDINÁRIAS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,47472.62,"R$ 47.472,62"
OUTROS ORDINÁRIAS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,989,"R$ 989,00"
OUTROS ORDINÁRIAS,PT,PARTIDO DOS TRABALHADORES,125556.4,"R$ 125.556,40"
OUTROS ORDINÁRIAS,PTB,PARTIDO TRABALHISTA BRASILEIRO,294151.45,"R$ 294.151,45"
OUTROS ORDINÁRIAS,PTC,PARTIDO TRABALHISTA CRISTÃO,2958.32,"R$ 2.958,32"
OUTROS ORDINÁRIAS,PV,PARTIDO VERDE,5628.71,"R$ 5.628,71"
OUTROS ORDINÁRIAS,REDE,REDE SUSTENTABILIDADE,7496.91,"R$ 7.496,91"
OUTROS ORDINÁRIAS,REPUBLICANOS,REPUBLICANOS,165089.3,"R$ 165.089,30"
OUTROS ORDINÁRIAS,SDD,SOLIDARIEDADE,36914.07,"R$ 36.914,07"
PERDAS COM ATIVOS,PPS,PARTIDO POPULAR SOCIALISTA,1500,"R$ 1.500,00"
PERDAS COM ATIVOS,PT,PARTIDO DOS TRABALHADORES,7568.18,"R$ 7.568,18"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,AVANTE,AVANTE,44070,"R$ 44.070,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,DC,DEMOCRACIA CRISTÃ,3200,"R$ 3.200,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,DEM,DEMOCRATAS,1271597.94,"R$ 1.271.597,94"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,2758811.65,"R$ 2.758.811,65"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,NOVO,PARTIDO NOVO,1052443,"R$ 1.052.443,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PCDOB,PARTIDO COMUNISTA DO BRASIL,96700,"R$ 96.700,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,1239904,"R$ 1.239.904,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PL,PARTIDO LIBERAL,3519061.2,"R$ 3.519.061,20"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PODE,PODEMOS,70000,"R$ 70.000,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PP,PROGRESSISTAS,259550,"R$ 259.550,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PPS,PARTIDO POPULAR SOCIALISTA,37000,"R$ 37.000,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,188800,"R$ 188.800,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PRP,PARTIDO REPUBLICANO PROGRESSISTA,989000,"R$ 989.000,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PSB,PARTIDO SOCIALISTA BRASILEIRO,1116313.97,"R$ 1.116.313,97"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PSC,PARTIDO SOCIAL CRISTÃO,152652,"R$ 152.652,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PSD,PARTIDO SOCIAL DEMOCRÁTICO,1022975.22,"R$ 1.022.975,22"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4346466.96,"R$ 4.346.466,96"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PSL,PARTIDO SOCIAL LIBERAL,184.5,"R$ 184,50"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PSOL,PARTIDO SOCIALISMO E LIBERDADE,156000,"R$ 156.000,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PT,PARTIDO DOS TRABALHADORES,3110425.72,"R$ 3.110.425,72"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PTB,PARTIDO TRABALHISTA BRASILEIRO,628201,"R$ 628.201,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,PV,PARTIDO VERDE,8000,"R$ 8.000,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,REDE,REDE SUSTENTABILIDADE,14500,"R$ 14.500,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,REPUBLICANOS,REPUBLICANOS,489100,"R$ 489.100,00"
PESQUISAS E TESTES DE OPINIÃO PÚBLICA,SDD,SOLIDARIEDADE,167500,"R$ 167.500,00"
PESSOAL,AVANTE,AVANTE,2551791.79,"R$ 2.551.791,79"
PESSOAL,DC,DEMOCRACIA CRISTÃ,1563792.86,"R$ 1.563.792,86"
PESSOAL,DEM,DEMOCRATAS,3135083.34,"R$ 3.135.083,34"
PESSOAL,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,22420901.07,"R$ 22.420.901,07"
PESSOAL,NOVO,PARTIDO NOVO,1428715.48,"R$ 1.428.715,48"
PESSOAL,PATRI,PATRIOTA,1151622.2,"R$ 1.151.622,20"
PESSOAL,PCDOB,PARTIDO COMUNISTA DO BRASIL,9943972.38,"R$ 9.943.972,38"
PESSOAL,PCO,PARTIDO DA CAUSA OPERÁRIA,34684.42,"R$ 34.684,42"
PESSOAL,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,4726134.91,"R$ 4.726.134,91"
PESSOAL,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,1132271.51,"R$ 1.132.271,51"
PESSOAL,PL,PARTIDO LIBERAL,4484033.89,"R$ 4.484.033,89"
PESSOAL,PMB,PARTIDO DA MULHER BRASILEIRA,6221.57,"R$ 6.221,57"
PESSOAL,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,1793.19,"R$ 1.793,19"
PESSOAL,PODE,PODEMOS,590839.63,"R$ 590.839,63"
PESSOAL,PP,PROGRESSISTAS,5386382.56,"R$ 5.386.382,56"
PESSOAL,PPL,PARTIDO PÁTRIA LIVRE,34490.13,"R$ 34.490,13"
PESSOAL,PPS,PARTIDO POPULAR SOCIALISTA,1637236.02,"R$ 1.637.236,02"
PESSOAL,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,2810445.89,"R$ 2.810.445,89"
PESSOAL,PRP,PARTIDO REPUBLICANO PROGRESSISTA,1777476.66,"R$ 1.777.476,66"
PESSOAL,PSB,PARTIDO SOCIALISTA BRASILEIRO,10412948.46,"R$ 10.412.948,46"
PESSOAL,PSC,PARTIDO SOCIAL CRISTÃO,4956250,"R$ 4.956.250,00"
PESSOAL,PSD,PARTIDO SOCIAL DEMOCRÁTICO,9779442,"R$ 9.779.442,00"
PESSOAL,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,12004257,"R$ 12.004.257,00"
PESSOAL,PSL,PARTIDO SOCIAL LIBERAL,2013829.69,"R$ 2.013.829,69"
PESSOAL,PSOL,PARTIDO SOCIALISMO E LIBERDADE,2803338.72,"R$ 2.803.338,72"
PESSOAL,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,168606.08,"R$ 168.606,08"
PESSOAL,PT,PARTIDO DOS TRABALHADORES,26662431.79,"R$ 26.662.431,79"
PESSOAL,PTB,PARTIDO TRABALHISTA BRASILEIRO,5426606.29,"R$ 5.426.606,29"
PESSOAL,PTC,PARTIDO TRABALHISTA CRISTÃO,1199280.92,"R$ 1.199.280,92"
PESSOAL,PV,PARTIDO VERDE,4932113.22,"R$ 4.932.113,22"
PESSOAL,REDE,REDE SUSTENTABILIDADE,492310.87,"R$ 492.310,87"
PESSOAL,REPUBLICANOS,REPUBLICANOS,3130447.48,"R$ 3.130.447,48"
PESSOAL,SDD,SOLIDARIEDADE,2290810.42,"R$ 2.290.810,42"
PRODUÇÃO DE AUDIOVISUAIS,AVANTE,AVANTE,68450,"R$ 68.450,00"
PRODUÇÃO DE AUDIOVISUAIS,DC,DEMOCRACIA CRISTÃ,7912.5,"R$ 7.912,50"
PRODUÇÃO DE AUDIOVISUAIS,DEM,DEMOCRATAS,725344.29,"R$ 725.344,29"
PRODUÇÃO DE AUDIOVISUAIS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,662134.89,"R$ 662.134,89"
PRODUÇÃO DE AUDIOVISUAIS,NOVO,PARTIDO NOVO,397523.07,"R$ 397.523,07"
PRODUÇÃO DE AUDIOVISUAIS,PATRI,PATRIOTA,488259.95,"R$ 488.259,95"
PRODUÇÃO DE AUDIOVISUAIS,PCDOB,PARTIDO COMUNISTA DO BRASIL,4650,"R$ 4.650,00"
PRODUÇÃO DE AUDIOVISUAIS,PCO,PARTIDO DA CAUSA OPERÁRIA,23552.5,"R$ 23.552,50"
PRODUÇÃO DE AUDIOVISUAIS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,1792548.95,"R$ 1.792.548,95"
PRODUÇÃO DE AUDIOVISUAIS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,24000,"R$ 24.000,00"
PRODUÇÃO DE AUDIOVISUAIS,PL,PARTIDO LIBERAL,122590.02,"R$ 122.590,02"
PRODUÇÃO DE AUDIOVISUAIS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,3000,"R$ 3.000,00"
PRODUÇÃO DE AUDIOVISUAIS,PODE,PODEMOS,57755,"R$ 57.755,00"
PRODUÇÃO DE AUDIOVISUAIS,PP,PROGRESSISTAS,144436.75,"R$ 144.436,75"
PRODUÇÃO DE AUDIOVISUAIS,PPS,PARTIDO POPULAR SOCIALISTA,280250,"R$ 280.250,00"
PRODUÇÃO DE AUDIOVISUAIS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,516273,"R$ 516.273,00"
PRODUÇÃO DE AUDIOVISUAIS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,355497.5,"R$ 355.497,50"
PRODUÇÃO DE AUDIOVISUAIS,PSB,PARTIDO SOCIALISTA BRASILEIRO,802572.22,"R$ 802.572,22"
PRODUÇÃO DE AUDIOVISUAIS,PSC,PARTIDO SOCIAL CRISTÃO,712190.9,"R$ 712.190,90"
PRODUÇÃO DE AUDIOVISUAIS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,136224.38,"R$ 136.224,38"
PRODUÇÃO DE AUDIOVISUAIS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,941655.25,"R$ 941.655,25"
PRODUÇÃO DE AUDIOVISUAIS,PSL,PARTIDO SOCIAL LIBERAL,645560,"R$ 645.560,00"
PRODUÇÃO DE AUDIOVISUAIS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,741875.33,"R$ 741.875,33"
PRODUÇÃO DE AUDIOVISUAIS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,820500,"R$ 820.500,00"
PRODUÇÃO DE AUDIOVISUAIS,PT,PARTIDO DOS TRABALHADORES,1671873.04,"R$ 1.671.873,04"
PRODUÇÃO DE AUDIOVISUAIS,PTB,PARTIDO TRABALHISTA BRASILEIRO,1068800,"R$ 1.068.800,00"
PRODUÇÃO DE AUDIOVISUAIS,PV,PARTIDO VERDE,16500,"R$ 16.500,00"
PRODUÇÃO DE AUDIOVISUAIS,REDE,REDE SUSTENTABILIDADE,22292,"R$ 22.292,00"
PRODUÇÃO DE AUDIOVISUAIS,REPUBLICANOS,REPUBLICANOS,654370.24,"R$ 654.370,24"
PRODUÇÃO DE AUDIOVISUAIS,SDD,SOLIDARIEDADE,157817.62,"R$ 157.817,62"
PROPAGANDA E PUBLICIDADE,AVANTE,AVANTE,61450,"R$ 61.450,00"
PROPAGANDA E PUBLICIDADE,DC,DEMOCRACIA CRISTÃ,459757.7,"R$ 459.757,70"
PROPAGANDA E PUBLICIDADE,DEM,DEMOCRATAS,475262.03,"R$ 475.262,03"
PROPAGANDA E PUBLICIDADE,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,1403382.74,"R$ 1.403.382,74"
PROPAGANDA E PUBLICIDADE,NOVO,PARTIDO NOVO,1457572.19,"R$ 1.457.572,19"
PROPAGANDA E PUBLICIDADE,PATRI,PATRIOTA,328358.25,"R$ 328.358,25"
PROPAGANDA E PUBLICIDADE,PCDOB,PARTIDO COMUNISTA DO BRASIL,1351205.64,"R$ 1.351.205,64"
PROPAGANDA E PUBLICIDADE,PCO,PARTIDO DA CAUSA OPERÁRIA,20958.64,"R$ 20.958,64"
PROPAGANDA E PUBLICIDADE,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,5040507.7,"R$ 5.040.507,70"
PROPAGANDA E PUBLICIDADE,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,312788,"R$ 312.788,00"
PROPAGANDA E PUBLICIDADE,PL,PARTIDO LIBERAL,41129.9,"R$ 41.129,90"
PROPAGANDA E PUBLICIDADE,PMB,PARTIDO DA MULHER BRASILEIRA,119091.94,"R$ 119.091,94"
PROPAGANDA E PUBLICIDADE,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,11676.24,"R$ 11.676,24"
PROPAGANDA E PUBLICIDADE,PODE,PODEMOS,163595.7,"R$ 163.595,70"
PROPAGANDA E PUBLICIDADE,PP,PROGRESSISTAS,1736782.41,"R$ 1.736.782,41"
PROPAGANDA E PUBLICIDADE,PPL,PARTIDO PÁTRIA LIVRE,83427.66,"R$ 83.427,66"
PROPAGANDA E PUBLICIDADE,PPS,PARTIDO POPULAR SOCIALISTA,96161.47,"R$ 96.161,47"
PROPAGANDA E PUBLICIDADE,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,417241.07,"R$ 417.241,07"
PROPAGANDA E PUBLICIDADE,PRP,PARTIDO REPUBLICANO PROGRESSISTA,19353.1,"R$ 19.353,10"
PROPAGANDA E PUBLICIDADE,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,850,"R$ 850,00"
PROPAGANDA E PUBLICIDADE,PSB,PARTIDO SOCIALISTA BRASILEIRO,1971442.56,"R$ 1.971.442,56"
PROPAGANDA E PUBLICIDADE,PSC,PARTIDO SOCIAL CRISTÃO,169173.12,"R$ 169.173,12"
PROPAGANDA E PUBLICIDADE,PSD,PARTIDO SOCIAL DEMOCRÁTICO,1135243.24,"R$ 1.135.243,24"
PROPAGANDA E PUBLICIDADE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,8299731.56,"R$ 8.299.731,56"
PROPAGANDA E PUBLICIDADE,PSL,PARTIDO SOCIAL LIBERAL,86997,"R$ 86.997,00"
PROPAGANDA E PUBLICIDADE,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1020370.05,"R$ 1.020.370,05"
PROPAGANDA E PUBLICIDADE,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,225941.5,"R$ 225.941,50"
PROPAGANDA E PUBLICIDADE,PT,PARTIDO DOS TRABALHADORES,2658219.75,"R$ 2.658.219,75"
PROPAGANDA E PUBLICIDADE,PTB,PARTIDO TRABALHISTA BRASILEIRO,326336.03,"R$ 326.336,03"
PROPAGANDA E PUBLICIDADE,PTC,PARTIDO TRABALHISTA CRISTÃO,3750,"R$ 3.750,00"
PROPAGANDA E PUBLICIDADE,PV,PARTIDO VERDE,23779.38,"R$ 23.779,38"
PROPAGANDA E PUBLICIDADE,REDE,REDE SUSTENTABILIDADE,529101.4,"R$ 529.101,40"
PROPAGANDA E PUBLICIDADE,REPUBLICANOS,REPUBLICANOS,1221936.29,"R$ 1.221.936,29"
PROPAGANDA E PUBLICIDADE,SDD,SOLIDARIEDADE,126091.11,"R$ 126.091,11"
PUBLICAÇÕES,AVANTE,AVANTE,3817.7,"R$ 3.817,70"
